
CommandType     Name                                               Version    Source
Cmdlet          Set-StrictMode                                     6.2.3.0    Microsoft.PowerShell.Core
Cmdlet          Set-TimeZone                                       6.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Set-TpmOwnerAuth                                   2.0.0.0    TrustedPlatformModule
Cmdlet          Set-TraceSource                                    6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Set-Variable                                       6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Set-WheaMemoryPolicy                               2.0.0.0    Whea
Cmdlet          Set-WinAcceptLanguageFromLanguageListOptOut        2.0.0.0    International
Cmdlet          Set-WinCultureFromLanguageListOptOut               2.0.0.0    International
Cmdlet          Set-WinDefaultInputMethodOverride                  2.0.0.0    International
Cmdlet          Set-WindowsEdition                                 3.0        Dism
Cmdlet          Set-WindowsProductKey                              3.0        Dism
Cmdlet          Set-WindowsSearchSetting                           1.0.0.0    WindowsSearch
Cmdlet          Set-WinHomeLocation                                2.0.0.0    International
Cmdlet          Set-WinLanguageBarOption                           2.0.0.0    International
Cmdlet          Set-WinSystemLocale                                2.0.0.0    International
Cmdlet          Set-WinUILanguageOverride                          2.0.0.0    International
Cmdlet          Set-WinUserLanguageList                            2.0.0.0    International
Cmdlet          Set-WSManInstance                                  6.1.0.0    Microsoft.WSMan.Management
Cmdlet          Set-WSManQuickConfig                               6.1.0.0    Microsoft.WSMan.Management
Cmdlet          Show-Markdown                                      6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Show-WindowsDeveloperLicenseRegistration           1.0.0.0    WindowsDeveloperLicense
Cmdlet          Sort-Object                                        6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Split-Path                                         6.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Split-WindowsImage                                 3.0        Dism
Cmdlet          Start-Job                                          6.2.3.0    Microsoft.PowerShell.Core
Cmdlet          Start-OSUninstall                                  3.0        Dism

Cmdlet          Start-Service                                      6.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Start-Sleep                                        6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Start-ThreadJob                                    1.1.2      ThreadJob
Cmdlet          Start-Transcript                                   6.1.0.0    Microsoft.PowerShell.Host
Cmdlet          Stop-Computer                                      6.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Stop-Job                                           6.2.3.0    Microsoft.PowerShell.Core

Cmdlet          Stop-Service                                       6.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Stop-Transcript                                    6.1.0.0    Microsoft.PowerShell.Host
Cmdlet          Suspend-Service                                    6.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Tee-Object                                         6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Test-Connection                                    6.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Test-FileCatalog                                   6.1.0.0    Microsoft.PowerShell.Security
Cmdlet          Test-Json                                          6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Test-ModuleManifest                                6.2.3.0    Microsoft.PowerShell.Core
Cmdlet          Test-Path                                          6.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Test-PSSessionConfigurationFile                    6.2.3.0    Microsoft.PowerShell.Core
Cmdlet          Test-WSMan                                         6.1.0.0    Microsoft.WSMan.Management
Cmdlet          Trace-Command                                      6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Unblock-File                                       6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Unblock-Tpm                                        2.0.0.0    TrustedPlatformModule
Cmdlet          Uninstall-Package                                  1.3.2      PackageManagement
Cmdlet          Unprotect-CmsMessage                               6.1.0.0    Microsoft.PowerShell.Security
Cmdlet          Unregister-Event                                   6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Unregister-PackageSource                           1.3.2      PackageManagement
Cmdlet          Unregister-PSSessionConfiguration                  6.2.3.0    Microsoft.PowerShell.Core
Cmdlet          Unregister-WindowsDeveloperLicense                 1.0.0.0    WindowsDeveloperLicense
Cmdlet          Update-FormatData                                  6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Update-Help                                        6.2.3.0    Microsoft.PowerShell.Core
Cmdlet          Update-TypeData                                    6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Update-WIMBootEntry                                3.0        Dism
Cmdlet          Use-WindowsUnattend                                3.0        Dism
Cmdlet          Wait-Debugger                                      6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Wait-Event                                         6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Wait-Job                                           6.2.3.0    Microsoft.PowerShell.Core
Cmdlet          Wait-Process                                       6.1.0.0    Microsoft.PowerShell.Management
Cmdlet          Where-Object                                       6.2.3.0    Microsoft.PowerShell.Core
Cmdlet          Write-Debug                                        6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Write-Error                                        6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Write-Host                                         6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Write-Information                                  6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Write-Output                                       6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Write-Progress                                     6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Write-Verbose                                      6.1.0.0    Microsoft.PowerShell.Utility
Cmdlet          Write-Warning                                      6.1.0.0    Microsoft.PowerShell.Utility

